psc_code,psc_name
D302,IT AND TELECOM- SYSTEMS DEVELOPMENT
D303,IT AND TELECOM- DATA ENTRY
D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION
D305,"IT AND TELECOM – TELEPROCESSING, TIMESHARE, CLOUD COMPUTING, AND HIGH PERFORMANCE COMPUTING"
D306,IT AND TELECOM- SYSTEMS ANALYSIS
D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE
D308,IT AND TELECOM- PROGRAMMING
D309,IT AND TELECOM- INFORMATION AND DATA BROADCASTING OR DATA DISTRIBUTION
D310,IT AND TELECOM- CYBER SECURITY AND DATA BACKUP
D311,IT AND TELECOM- DATA CONVERSION
D312,IT AND TELECOM- OPTICAL SCANNING
D313,IT AND TELECOM- COMPUTER AIDED DESIGN/COMPUTER AIDED MANUFACTURING (CAD/CAM)
D314,IT AND TELECOM- SYSTEM ACQUISITION SUPPORT
D315,IT AND TELECOM- DIGITIZING
D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT
D317,IT AND TELECOM- WEB-BASED SUBSCRIPTION
D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES"
D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS
D320,IT AND TELECOM- ANNUAL HARDWARE MAINTENANCE SERVICE PLANS
D321,IT AND TELECOM- HELP DESK
D322,IT AND TELECOM- INTERNET
D324,IT AND TELECOM- BUSINESS CONTINUITY
D325,IT AND TELECOM- DATA CENTERS AND STORAGE
D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS
DA,IT AND TELECOM - APLLICATIONS
DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR)
DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE
DB,IT AND TELECOM - COMPUTE
DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR)
DB02,"IT AND TELECOM - COMPUTE SUPPORT SERVICES, NON-HPC (LABOR)"
DB10,IT AND TELECOM - COMPUTE AS A SERVICE: MAINFRAME/SERVERS
DC,IT AND TELECOM - DATA CENTER
DC01,IT AND TELECOM - DATA CENTER SUPPORT SERVICES (LABOR)
DC10,IT AND TELECOM - DATA CENTER AS A SERVICE
DD,IT AND TELECOM - DELIVERY
DD01,"IT AND TELECOM - SERVICE DELIVERY SUPPORT SERVICES: ITSM, OPERATIONS CENTER, PROJECT/PM (LABOR)"
DE,IT AND TELECOM - END USER
DE01,"IT AND TELECOM - END USER: HELP DESK; TIER1-2, WORKSPACE, PRINT, PRODUCTIVITY TOOLS (LABOR)"
DE02,IT AND TELECOM - MOBILE DEVICE SUPPORT SERVICES (LABOR)
DE10,"IT AND TELECOM - END USER AS A SERVICE: HELP DESK; TIER 1-2, WORKSPACE, PRINT, PRODUCTIVITY TOOLS"
DE11,IT AND TELECOM - MOBILE DEVICE AS A SERVICE
DF,IT AND TELECOM - IT MANAGEMENT
DF01,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR)
DF10,IT AND TELECOM - IT MANAGEMENT AS A SERVICE
DG,IT AND TELECOM - NETWORK
DG01,IT AND TELECOM - NETWORK SUPPORT SERVICES (LABOR)
DG10,IT AND TELECOM - NETWORK AS A SERVICE
DG11,IT AND TELECOM - NETWORK - TELECOM ACCESS SERVICES
DH,IT AND TELECOM - PLATFORM
DH01,"IT AND TELECOM - PLATFORM SUPPORT SERVICES: DATABASE, MAINFRAME, MIDDLEWARE (LABOR)"
DH10,"IT AND TELECOM - PLATFORM AS A SERVICE: DATABASE, MAINFRAME, MIDDLEWARE"
DJ,IT AND TELECOM - SECURITY AND COMPLIANCE
DJ01,IT AND TELECOM - SECURITY AND COMPLIANCE SUPPORT SERVICES (LABOR)
DJ10,IT AND TELECOM - SECURITY AND COMPLIANCE AS A SERVICE
DK,IT AND TELECOM - STORAGE
DK01,IT AND TELECOM - STORAGE SUPPORT SERVICES (LABOR)
DK10,IT AND TELECOM - STORAGE AS A SERVICE
E,PURCHASE OF STRUCTURES/FACILITIES
E1,PURCHASE BUILDINGS
E111,PURCHASE OF OFFICE BUILDINGS
E112,PURCH OF GOVT CONF SPACE & FAC
E119,PURCH OF GOVT OTHER ADMIN-SVC BLDGS
E121,PURCH OF GOVT AIR TRAFFIC TOWERS
E122,PURCH OF GOVT AIR TRAFFIC TNG FAC
E123,PURCH OF GOVT RADAR & NAV FACILITY
E124,PURCHASE OF AIRPORT RUNWAYS
E125,PURCHASE OF AIRPORT TERMINALS
E126,PURCH OF GOVT MISSILE SYSTEMS FAC
E127,PURCH OF GOVT ELCT & COMM SYS FAC
E129,PURCH OF GOVT OTHER AIRFIELD STRUCT
E131,PURCHASE OF SCHOOLS
E139,PURCH OF GOVT OTHER EDUCATIONAL BLD
E141,PURCH OF GOVT HOSPITALS & INFIRMARY
E142,PURCH OF GOVT LABS & CLINICS
E149,PURCH OF GOVT OTHER HOSPITAL BLDGS
E151,PURCHASE OF AMMUNITION FACILITIES
E152,PURCHASE OF MAINTENANCE BUILDINGS
E153,PURCHASE OF PRODUCTION BUILDINGS
E154,PURCH OF GOVT SHIP CONST-REP FAC
E155,PURCH OF GOVT TANK AUTOMOTIVE FAC
E159,PURCH OF GOVT OTHER INDUSTRIAL BLDG
E161,PURCH OF GOVT FAMILY HOUSING
E162,PURCHASE OF RECREATIONAL BUILDINGS
E163,PURCH OF GOVT TROOP HOUSING
E164,PURCHASE OF DINING FACILITIES
E165,PURCHASE OF RELIGIOUS FACILITIES
E166,PURCHASE OF PENAL FACILITIES
E169,PURCH OF GOVT OTHER RESIDENTIAL BLD
E171,PURCH OF GOVT AMMO STORAGE BLDGS
E172,PURCH OF GOVT FOOD STORAGE BLDGS
E173,PURCHASE OF FUEL STORAGE BUILDINGS
E174,PURCHASE OF OPEN STORAGE FACILITIES
E179,PURCH OF GOVT OTHER WAREHOUSE BLDGS
E181,PURCH OF GOVT R&D GOCO FACILITIES
E182,PURCH OF GOVT R&D GOGO FACILITIES
E183,PURCH OF GOVT R&D GOCO ENVIR LABS
E184,PURCH OF GOVT R&D GOGO ENVIR LABS
E191,PURCH OF GOVT EXHIBITION BUILDINGS
E192,PURCH OF GOVT TEST BUILDINGS
E199,PURCHASE OF MISCELLANEOUS BUILDINGS
E1AA,PURCHASE OF OFFICE BUILDINGS
E1AB,PURCHASE OF CONFERENCE SPACE AND FACILITIES
E1AZ,PURCHASE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS
E1BA,PURCHASE OF AIR TRAFFIC CONTROL TOWERS
E1BB,PURCHASE OF AIR TRAFFIC CONTROL TRAINING FACILITIES
E1BC,PURCHASE OF RADAR AND NAVIGATIONAL FACILITIES
E1BD,PURCHASE OF AIRPORT RUNWAYS AND TAXIWAYS
E1BE,PURCHASE OF AIRPORT TERMINALS
E1BF,PURCHASE OF MISSILE SYSTEM FACILITIES
E1BG,PURCHASE OF ELECTRONIC AND COMMUNICATIONS FACILITIES
E1BZ,PURCHASE OF OTHER AIRFIELD STRUCTURES
E1CA,PURCHASE OF SCHOOLS
E1CZ,PURCHASE OF OTHER EDUCATIONAL BUILDINGS
E1DA,PURCHASE OF HOSPITALS AND INFIRMARIES
E1DB,PURCHASE OF LABORATORIES AND CLINICS
E1DZ,PURCHASE OF OTHER HOSPITAL BUILDINGS
E1EA,PURCHASE OF AMMUNITION FACILITIES
E1EB,PURCHASE OF MAINTENANCE BUILDINGS
E1EC,PURCHASE OF PRODUCTION BUILDINGS
E1ED,PURCHASE OF SHIP CONSTRUCTION AND REPAIR FACILITIES
E1EE,PURCHASE OF TANK AUTOMOTIVE FACILITIES
E1EZ,PURCHASE OF OTHER INDUSTRIAL BUILDINGS
E1FA,PURCHASE OF FAMILY HOUSING FACILITIES
E1FB,PURCHASE OF RECREATIONAL BUILDINGS
E1FC,PURCHASE OF TROOP HOUSING FACILITIES
E1FD,PURCHASE OF DINING FACILITIES
E1FE,PURCHASE OF RELIGIOUS FACILITIES
E1FF,PURCHASE OF PENAL FACILITIES
E1FZ,PURCHASE OF OTHER RESIDENTIAL BUILDINGS
E1GA,PURCHASE OF AMMUNITION STORAGE BUILDINGS
E1GB,PURCHASE OF FOOD OR GRAIN STORAGE BUILDINGS
E1GC,PURCHASE OF FUEL STORAGE BUILDINGS
E1GD,PURCHASE OF OPEN STORAGE FACILITIES
E1GZ,PURCHASE OF OTHER WAREHOUSE BUILDINGS
E1HA,PURCHASE OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES
E1HB,PURCHASE OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES
E1HC,PURCHASE OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) ENVIRONMENTAL LABORATORIES
E1HZ,PURCHASE OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) ENVIRONMENTAL LABORATORIES
E1JA,PURCHASE OF MUSEUMS AND EXHIBITION BUILDINGS
E1JB,PURCHASE OF TESTING AND MEASUREMENT BUILDINGS
E1JZ,PURCHASE OF MISCELLANEOUS BUILDINGS
E1KA,PURCHASE OF DAMS
E1KB,PURCHASE OF CANALS
E1KC,PURCHASE OF MINE FIRE CONTROL FACILITIES
E1KD,PURCHASE OF MINE SUBSIDENCE CONTROL FACILITIES
E1KE,PURCHASE OF SURFACE MINE RECLAMATION FACILITIES
E1KF,PURCHASE OF DREDGING FACILITIES
E1KZ,PURCHASE OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES
E1LA,PURCHASE OF AIRPORT SERVICE ROADS
E1LB,"PURCHASE OF HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS"
E1LC,PURCHASE OF TUNNELS AND SUBSURFACE STRUCTURES
E1LZ,PURCHASE OF PARKING FACILITIES
E1MA,PURCHASE OF EPG FACILITIES - COAL
E1MB,PURCHASE OF EPG FACILITIES - GAS
E1MC,PURCHASE OF EPG FACILITIES - GEOTHERMAL
E1MD,PURCHASE OF EPG FACILITIES - HYDRO
E1ME,PURCHASE OF EPG FACILITIES - NUCLEAR
E1MF,PURCHASE OF EPG FACILITIES - PETROLEUM
E1MG,PURCHASE OF EPG FACILITIES - SOLAR
E1MH,PURCHASE OF EPG FACILITIES - WIND
E1MZ,"PURCHASE OF EPG FACILITIES - OTHER, INCLUDING TRANSMISSION"
E1NA,PURCHASE OF FUEL SUPPLY FACILITIES
E1NB,PURCHASE OF HEATING AND COOLING PLANTS
E1NC,PURCHASE OF POLLUTION ABATEMENT AND CONTROL FACILITIES
E1ND,PURCHASE OF SEWAGE AND WASTE FACILITIES
E1NE,PURCHASE OF WATER SUPPLY FACILITIES
E1NZ,PURCHASE OF OTHER UTILITIES
E1PA,PURCHASE OF RECREATIONAL FACILITIES (NON-BUILDING)
E1PB,PURCHASE OF EXHIBIT DESIGN (NON-BUILDING)
E1PC,PURCHASE OF UNIMPROVED REAL PROPERTY (LAND)
E1PD,PURCHASE OF WASTE TREATMENT AND STORAGE FACILITIES
E1PZ,PURCHASE OF OTHER NON-BUILDING FACILITIES
E1QA,PURCHASE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)
E2,PURCHASE FACILITY NOT A BUILDING
E211,PURCHASE OF DAMS
E212,PURCHASE OF CANALS
E213,PURCH OF GOVT MINE FIRE CONT
E214,PURCH OF GOVT MINE SUBSIDENCE CONT
E215,PURCH OF GOVT SURFACE MINE RECLAM
E216,PURCHASE OF DREDGING
E219,PURCH OF GOVT OTHER CONSV STRUCTURE
E221,PURCHASE OF AIRPORT SERVICE ROADS
E222,PURCH OF GOVT HWYS-RDS-STS-BRDGS-RA
E223,PURCH OF GOVT TUNNELS-SUBSURF STRUC
E224,PURCH OF GOVT PARKING FACILITIES
E231,PURCHASE OF EPG FACILITIES - COAL
E232,PURCHASE OF EPG FACILITIES - GAS
E233,PURCH OF GOVT EPG - GEOTHERMAL
E234,PURCHASE OF EPG FACILITIES - HYDRO
E235,PURCH OF GOVT EPG - NUCLEAR
E236,PURCH OF GOVT EPG - PETROLEUM
E237,PURCHASE OF EPG FACILITIES - SOLAR
E239,PURCH OF GOVT EPG - OTHER
E241,PURCHASE OF FUEL SUPPLY FACILITIES
E242,PURCH OF GOVT HEATING & COOL PLANTS
E243,PURCH OF GOVT POLLUTION ABATEMENT
E244,PURCH OF GOVT SEWAGE & WASTE
E245,PURCHASE OF WATER SUPPLY FACILITIES
E249,PURCHASE OF OTHER UTILITIES
E291,PURCH OF GOVT RECREA NON-BLDG STRUC
E292,PURCH OF GOVT EXHIBIT (NON BLDG)
E293,PURCH OF GOVT UNIMPROVED REAL PROP
E294,PURCH OF GOVT WASTE TRMT-STORE FAC
E299,PURCH OF GOVT ALL OTHR NON-BLDG FAC
E3,PURCH RESTORATION OF REAL PROPERTY
E300,PURCH OF GOVT RESTORATION
F,NATURAL RESOURCES MANAGEMENT
F0,NATURAL RESOURCE CONSERVERVAT SVCS
F001,NATURAL RESOURCES/CONSERVATION- AERIAL FERTILIZATION/SPRAYING
F002,NATURAL RESOURCES/CONSERVATION- AERIAL SEEDING
F003,NATURAL RESOURCES/CONSERVATION- FOREST-RANGE FIRE SUPPRESSION/PRESUPPRESSION
F004,NATURAL RESOURCES/CONSERVATION- FOREST/RANGE FIRE REHABILITATION (NON-CONSTRUCTION)
F005,NATURAL RESOURCES/CONSERVATION- FOREST TREE PLANTING
F006,NATURAL RESOURCES/CONSERVATION- LAND TREATMENT PRACTICES
F007,NATURAL RESOURCES/CONSERVATION- RANGE SEEDING (GROUND EQUIPMENT)
F008,NATURAL RESOURCES/CONSERVATION- RECREATION SITE MAINTENANCE (NON-CONSTRUCTION)
F009,NATURAL RESOURCES/CONSERVATION- SEED COLLECTION/PRODUCTION
F010,NATURAL RESOURCES/CONSERVATION- SEEDLING PRODUCTION/TRANSPLANTING
F011,NATURAL RESOURCES/CONSERVATION- SURFACE MINING RECLAMATION (NON-CONSTRUCTION)
F012,NATURAL RESOURCES/CONSERVATION- SURVEY LINE CLEARING
F013,NATURAL RESOURCES/CONSERVATION- TREE BREEDING
F014,NATURAL RESOURCES/CONSERVATION- TREE THINNING
F015,NATURAL RESOURCES/CONSERVATION- WELL DRILLING/EXPLORATORY
F016,NATURAL RESOURCES/CONSERVATION- WILDHORSE/BURRO CONTROL
F018,NATURAL RESOURCES/CONSERVATION- OTHER FOREST/RANGE IMPROVEMENTS (NON-CONSTRUCTION)
F019,NATURAL RESOURCES/CONSERVATION- OTHER WILDLIFE MANAGEMENT
F020,NATURAL RESOURCES/CONSERVATION- FISHERIES RESOURCES MANAGEMENT
F021,NATURAL RESOURCES/CONSERVATION- SITE PREPARATION
F022,NATURAL RESOURCES/CONSERVATION- FISH HATCHERY
F099,NATURAL RESOURCES/CONSERVATION- OTHER
F1,ENVIRONMENTAL SYSTEMS PROTECTION
F101,ENVIRONMENTAL SYSTEMS PROTECTION- AIR QUALITY SUPPORT
F102,IND INVEST SURV/TCH SUP
F103,ENVIRONMENTAL SYSTEMS PROTECTION- WATER QUALITY SUPPORT
F104,IND INVEST SURV/TCH SUP
F105,ENVIRONMENTAL SYSTEMS PROTECTION- PESTICIDES SUPPORT
F106,TOXIC SUBSTANCES SUPPORT SERVICES
F107,ENVIRONMENTAL SYSTEMS PROTECTION- TOXIC AND HAZARDOUS SUBSTANCE ANALYSIS
F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION
F109,ENVIRONMENTAL SYSTEMS PROTECTION- LEAKING UNDERGROUND STORAGE TANK SUPPORT
F110,"ENVIRON SYS PROTECT- DEVELOPMENT OF ENVIRON IMPACT STMTS/ASSESSMENTS, TECH ANALYSIS/ENVIRON AUDITS"
F111,ENVIRONMENTAL SYSTEMS PROTECTION- MULTIPLE POLLUTANT SUPPORT
F112,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE
F113,ENVIRONMENTAL SYSTEMS PROTECTION- WETLANDS CONSERVATION AND SUPPORT
F114,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL LICENSING AND PERMITTING
F115,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT
F9,NATURAL RESOURCES - OTHER SVCS
F999,OTHER ENVIRONMENTAL SERVICES
G,SOCIAL SERVICES
G0,SOCIAL SERVICES
G001,SOCIAL- CARE OF REMAINS AND/OR FUNERAL
G002,SOCIAL- CHAPLAIN
G003,SOCIAL- RECREATIONAL
G004,SOCIAL- SOCIAL REHABILITATION
G005,SOCIAL- GERIATRIC
G006,SOCIAL- GOVERNMENT LIFE INSURANCE PROGRAMS
G007,SOCIAL- GOVERNMENT HEALTH INSURANCE PROGRAMS
G008,SOCIAL- GOVERNMENT INSURANCE PROGRAMS: OTHER
G009,SOCIAL- NON-GOVERNMENT INSURANCE PROGRAMS
G010,SOCIAL- DIRECT AID TO TRIBAL GOVERNMENTS (PL 93-638)
G099,SOCIAL- OTHER
H,"QUALITY CONTROL, TEST, INSPECTION"
H1,QUALITY CONTROL SERVICES
H110,QUALITY CONTROL- WEAPONS
H111,QUALITY CONTROL- NUCLEAR ORDNANCE
H112,QUALITY CONTROL- FIRE CONTROL EQUIPMENT
H113,QUALITY CONTROL- AMMUNITION AND EXPLOSIVES
H114,QUALITY CONTROL- GUIDED MISSILES
H115,QUALITY CONTROL- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS
H116,QUALITY CONTROL- AIRCRAFT COMPONENTS AND ACCESSORIES
H117,"QUALITY CONTROL- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT"
H118,QUALITY CONTROL- SPACE VEHICLES
H119,"QUALITY CONTROL- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS"
H120,QUALITY CONTROL- SHIP AND MARINE EQUIPMENT
H122,QUALITY CONTROL- RAILWAY EQUIPMENT
H123,"QUALITY CONTROL- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES"
H124,QUALITY CONTROL- TRACTORS
H125,QUALITY CONTROL- VEHICULAR EQUIPMENT COMPONENTS
H126,QUALITY CONTROL- TIRES AND TUBES
H128,"QUALITY CONTROL- ENGINES, TURBINES, AND COMPONENTS"
H129,QUALITY CONTROL- ENGINE ACCESSORIES
H130,QUALITY CONTROL- MECHANICAL POWER TRANSMISSION EQUIPMENT
H131,QUALITY CONTROL- BEARINGS
H132,QUALITY CONTROL- WOODWORKING MACHINERY AND EQUIPMENT
H134,QUALITY CONTROL- METALWORKING MACHINERY
H135,QUALITY CONTROL- SERVICE AND TRADE EQUIPMENT
H136,QUALITY CONTROL- SPECIAL INDUSTRY MACHINERY
H137,QUALITY CONTROL- AGRICULTURAL MACHINERY AND EQUIPMENT
H138,"QUALITY CONTROL- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT"
H139,QUALITY CONTROL- MATERIALS HANDLING EQUIPMENT
H140,"QUALITY CONTROL- ROPE, CABLE, CHAIN, AND FITTINGS"
H141,"QUALITY CONTROL- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT"
H142,QUALITY CONTROL- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS
H143,QUALITY CONTROL- PUMPS AND COMPRESSORS
H144,"QUALITY CONTROL- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS"
H145,"QUALITY CONTROL- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT"
H146,QUALITY CONTROL- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT
H147,"QUALITY CONTROL- PIPE, TUBING, HOSE, AND FITTINGS"
H148,QUALITY CONTROL- VALVES
H149,QUALITY CONTROL- MAINTENANCE AND REPAIR SHOP EQUIPMENT
H151,QUALITY CONTROL- HAND TOOLS
H152,QUALITY CONTROL- MEASURING TOOLS
H153,QUALITY CONTROL- HARDWARE AND ABRASIVES
H154,QUALITY CONTROL- PREFABRICATED STRUCTURES AND SCAFFOLDING
H155,"QUALITY CONTROL- LUMBER, MILLWORK, PLYWOOD, AND VENEER"
H156,QUALITY CONTROL- CONSTRUCTION AND BUILDING MATERIALS
H158,"QUALITY CONTROL- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT"
H159,QUALITY CONTROL- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS
H160,"QUALITY CONTROL- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES"
H161,QUALITY CONTROL- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT
H162,QUALITY CONTROL- LIGHTING FIXTURES AND LAMPS
H163,"QUALITY CONTROL- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS"
H165,"QUALITY CONTROL- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES"
H166,QUALITY CONTROL- INSTRUMENTS AND LABORATORY EQUIPMENT
H167,QUALITY CONTROL- PHOTOGRAPHIC EQUIPMENT
H168,QUALITY CONTROL- CHEMICALS AND CHEMICAL PRODUCTS
H169,QUALITY CONTROL- TRAINING AIDS AND DEVICES
H170,QUALITY CONTROL- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT
H171,QUALITY CONTROL- FURNITURE
H172,QUALITY CONTROL- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES
H173,QUALITY CONTROL- FOOD PREPARATION AND SERVING EQUIPMENT
H174,"QUALITY CONTROL- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT"
H175,QUALITY CONTROL- OFFICE SUPPLIES AND DEVICES
H176,"QUALITY CONTROL- BOOKS, MAPS, AND OTHER PUBLICATIONS"
H177,QUALITY CONTROL- MUSICAL INST/PHONOGRAPH/HOME RADIO
H178,QUALITY CONTROL- RECREATIONAL AND ATHLETIC EQUIPMENT
H179,QUALITY CONTROL- CLEANING EQUIPMENT AND SUPPLIES
H180,"QUALITY CONTROL- BRUSHES, PAINTS, SEALERS, AND ADHESIVES"
H181,"QUALITY CONTROL- CONTAINERS, PACKAGING, AND PACKING SUPPLIES"
H183,"QUALITY CONTROL- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS"
H184,"QUALITY CONTROL- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA"
H185,QUALITY CONTROL- TOILETRIES
H187,QUALITY CONTROL- AGRICULTURAL SUPPLIES
H188,QUALITY CONTROL- LIVE ANIMALS
H189,QUALITY CONTROL- SUBSISTENCE
H191,"QUALITY CONTROL- FUELS, LUBRICANTS, OILS, AND WAXES"
H193,QUALITY CONTROL- NONMETALLIC FABRICATED MATERIALS
H194,QUALITY CONTROL- NONMETALLIC CRUDE MATERIALS
H195,"QUALITY CONTROL- METAL BARS, SHEETS, AND SHAPES"
H196,"QUALITY CONTROL- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS"
H199,QUALITY CONTROL- MISCELLANEOUS
H2,EQUIPMENT AND MATERIALS TESTING
H210,EQUIPMENT AND MATERIALS TESTING- WEAPONS
H211,EQUIPMENT AND MATERIALS TESTING- NUCLEAR ORDNANCE
H212,EQUIPMENT AND MATERIALS TESTING- FIRE CONTROL EQUIPMENT
H213,EQUIPMENT AND MATERIALS TESTING- AMMUNITION AND EXPLOSIVES
H214,EQUIPMENT AND MATERIALS TESTING- GUIDED MISSILES
H215,EQUIPMENT AND MATERIALS TESTING- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS
H216,EQUIPMENT AND MATERIALS TESTING- AIRCRAFT COMPONENTS AND ACCESSORIES
H217,"EQUIPMENT AND MATERIALS TESTING- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT"
H218,EQUIPMENT AND MATERIALS TESTING- SPACE VEHICLES
H219,"EQUIPMENT AND MATERIALS TESTING- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS"
H220,EQUIPMENT AND MATERIALS TESTING- SHIP AND MARINE EQUIPMENT
H222,EQUIPMENT AND MATERIALS TESTING- RAILWAY EQUIPMENT
H223,"EQUIPMENT AND MATERIALS TESTING- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES"
H224,EQUIPMENT AND MATERIALS TESTING- TRACTORS
H225,EQUIPMENT AND MATERIALS TESTING- VEHICULAR EQUIPMENT COMPONENTS
H226,EQUIPMENT AND MATERIALS TESTING- TIRES AND TUBES
H228,"EQUIPMENT AND MATERIALS TESTING- ENGINES, TURBINES, AND COMPONENTS"
H229,EQUIPMENT AND MATERIALS TESTING- ENGINE ACCESSORIES
H230,EQUIPMENT AND MATERIALS TESTING- MECHANICAL POWER TRANSMISSION EQUIPMENT
H231,EQUIPMENT AND MATERIALS TESTING- BEARINGS
H232,EQUIPMENT AND MATERIALS TESTING- WOODWORKING MACHINERY AND EQUIPMENT
H234,EQUIPMENT AND MATERIALS TESTING- METALWORKING MACHINERY
H235,EQUIPMENT AND MATERIALS TESTING- SERVICE AND TRADE EQUIPMENT
H236,EQUIPMENT AND MATERIALS TESTING- SPECIAL INDUSTRY MACHINERY
H237,EQUIPMENT AND MATERIALS TESTING- AGRICULTURAL MACHINERY AND EQUIPMENT
H238,"EQUIPMENT AND MATERIALS TESTING- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT"
H239,EQUIPMENT AND MATERIALS TESTING- MATERIALS HANDLING EQUIPMENT
H240,"EQUIPMENT AND MATERIALS TESTING- ROPE, CABLE, CHAIN, AND FITTINGS"
H241,"EQUIPMENT AND MATERIALS TESTING- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT"
H242,EQUIP/MATERIALS TESTING- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS
H243,EQUIPMENT AND MATERIALS TESTING- PUMPS AND COMPRESSORS
H244,"EQUIPMENT AND MATERIALS TESTING- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS"
H245,"EQUIPMENT AND MATERIALS TESTING- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT"
H246,EQUIPMENT AND MATERIALS TESTING- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT
H247,"EQUIPMENT AND MATERIALS TESTING- PIPE, TUBING, HOSE, AND FITTINGS"
H248,EQUIPMENT AND MATERIALS TESTING- VALVES
H249,EQUIPMENT AND MATERIALS TESTING- MAINTENANCE AND REPAIR SHOP EQUIPMENT
H251,EQUIPMENT AND MATERIALS TESTING- HAND TOOLS
H252,EQUIPMENT AND MATERIALS TESTING- MEASURING TOOLS
H253,EQUIPMENT AND MATERIALS TESTING- HARDWARE AND ABRASIVES
H254,EQUIPMENT AND MATERIALS TESTING- PREFABRICATED STRUCTURES AND SCAFFOLDING
H255,"EQUIPMENT AND MATERIALS TESTING- LUMBER, MILLWORK, PLYWOOD, AND VENEER"
H256,EQUIPMENT AND MATERIALS TESTING- CONSTRUCTION AND BUILDING MATERIALS
H258,"EQUIPMENT AND MATERIALS TESTING- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT"
H259,EQUIPMENT AND MATERIALS TESTING- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS
